,Conference,Publication Date,Publication Count
7015,MECA-J 2021 - Congrès des jeunes chercheurs en mécanique,2021,1
7016,MECC 2018 - 3rd Workshop on Middleware for Edge Clouds & Cloudlets,2018,1
7017,"MECC 2021 - 1st IFAC Modeling, Estimation and Control Conference",2021,1
7018,MECHATRONICS 2019 - 8th International-Federation-of-Automatic-Control (IFAC) Symposium on Mechatronic Systems / 11th International-Federation-of-Automatic-Control (IFAC) Symposium on Nonlinear Control Systems (NOLCOS),2019,1
7019,MECHATRONICS 2019 - NOLCOS 2019 - 8th IFAC Symposium on Mechatronic Systems - 11th IFAC Symposium on Nonlinear Control Systems,2019,1
7020,MECOM 2021 - 37° Congreso Argentino de Mecánica Computacional,2021,1
7021,MED'2020 - 28th Mediterranean Conference on Control and Automation,2020,1
7022,MED-NEURIPS 2020 : Medical Imaging meets NeurIPS,2020,1
7023,MEDCOMNET 2021 - 19th Mediterranean Communication and Computer Networking Conference,2021,1
7024,MEDI 2021 - 10th International Conference Model and Data Engineering,2021,1
7025,MEDI 2021 - 10th International Conference on Model and Data Engineering,2021,1
7026,MEDINFO 2019 - 17th World Congress On Medical And Health Informatics,2019,1
7027,MEDINFO 2021 -  18th World Congress of Medical and Health Informatics,2021,1
7028,MEMOCODE 2021 - 19th ACM-IEEE International Conference on Formal Methods and Models for System Design,2021,1
7029,MEMSYS 2018 - International Symposium on Memory Systems,2018,1
7030,MEPDaW 2021 - 7th Workshop on Managing the Evolution and Preservation of the Data Web,2021,1
7031,MEPDaW 2023 - Managing the Evolution and Preservation of the Data Web,2023,1
7032,"META 2019 - 10th International Conference on Metamaterials, Photonic Crystals and Plasmonics",2019,1
7033,"META-FORUM 2019 - Cost-effective, Multilingual, Privacy-driven voice-enabled Services",2019,1
7034,METMA 2018 - 9th Workshop on Spatio-temporal modelling,2018,1
7035,METMA 9,2018,1
7036,MEXICO 2023 - Rencontres annuelles du réseau Mexico,2023,1
7037,MFCS,2022,1
7038,MFCS 2018 - International Symposium on Mathematical Foundations  of Computer Science,2018,1
7039,MFCS 2020 - 45th International Symposium on Mathematical Foundations of Computer Science,2020,1
7040,MFCS 2020 : The 45th International Symposium on Mathematical Foundations of Computer Science,2020,1
7041,MFCS 2021 - 46th International Symposium on  Mathematical Foundations of Computer Science,2021,1
7042,MFCS 2023 - Mathematical Foundations of Computer Science,2023,1
7043,MFPS 2019 - 35th Conference on the Mathematical Foundations of Programming Semantics,2019,1
7044,MFPS 2020 - 36th Conf. on Mathematical Foundations of Programming Semantics,2020,1
7045,MFPS 2020 - 36th Conference on Mathematical Foundations of Programming Semantics,2020,1
7046,MFPS 2022 - 38th conference on Mathematical Foundations for Programming Semantics,2023,1
7047,MFPS 2023 - Mathematical Foundations of Program Semantics,2023,1
7048,MFPS XXXIX -  39th Conference on the Mathematical Foundations of Programming Semantics,2023,1
7049,MFTS 2022- 4th Symposium on Management of Future Motorway and Urban Traffic Systems,2022,1
7050,"MHC2021 - Mixtures, Hidden Markov Models, Clustering",2021,1
7051,"MHMT'20 -  5th World Congress on Momentum, Heat and Mass Transfer",2020,1
7052,"MIA-MIVA - 1st French-Italian workshop on the Mathematics of Imaging, Vision and their Applications",2022,1
7053,MIC 2019 - 13th Metaheuristics International Conference,2019,1
7054,MIC 2022 - Metaheuristics International Conference,2023,1
7055,MICAD 2021 - 2nd International Conference on Medical Imaging and Computer-Aided Diagnosis,2021,1
7056,MICAI 2019 - 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention,2019,1
7057,MICCAI,2018,1
7058,MICCAI - Computational Diffusion MRI Workshop 2018,2018,1
7059,MICCAI 2018 - 21st International Conference on Medical Image Computing and Computer Assisted Intervention,2018,1
7060,MICCAI 2018 - 21st International Conference on Medical Image Computing and Computer Assisted Intervention ; Workshop : Brain Lesion,2018,1
7061,MICCAI 2018 - International Conference on Medical Image Computing and Computer-Assisted Intervention,2018,1
7062,MICCAI 2018 - Workshop on Computational Diffusion MRI,2018,1
7063,MICCAI 2018 – 21st International Conference On Medical Image Computing & Computer Assisted Intervention,2018,1
7064,MICCAI 2019 - 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention,2019,1
7065,MICCAI 2019: Medical Image Computing and Computer Assisted Intervention – MICCAI 2019,2019,1
7066,MICCAI 2020 -  International Conference on Medical Image Computing and Computer-Assisted Intervention,2020,1
7067,MICCAI 2020 - 23rd International Conference on Image Computing and Computer Assisted Interventions,2020,1
7068,MICCAI 2020 - 23rd International Conference on Medical Image Computing and Computer Assisted Intervention -  1st Workshop on Distributed and Collaborative Learning,2020,1
7069,MICCAI 2020 - 23th International Conference on Medical Image Computing and Computer Assisted Intervention,2020,1
7070,MICCAI 2020 - Medical Image Computing and Computer Assisted Intervention,2020,1
7071,MICCAI 2021 -  24th International Conference on Medical Image Computing and Computer Assisted Intervention,2021,1
7072,"MICCAI 2021 - Perinatal, Preterm and Paediatric Image Analysis Workshop",2021,1
7073,MICCAI 2021 - Workshop on Computational Pathology,2021,1
7074,"MICCAI 2021 - Workshop on Data Augmentation, Labeling, and Imperfections",2021,1
7075,MICCAI 2021 MSSEG2 - 24th International Conference on Medical Image Computing and Computer Assisted Intervention - Challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure — MICCAI-MSSEG-2,2021,1
7076,MICCAI 2022 - 25th International Confernce on Medical Image Computing and Computer Assisted Intervention,2022,1
7077,MICCAI 2022 - International Conference on Medical Image Computing and Computer-Assisted Intervention,2022,1
7078,MICCAI 2022 - Medical Image Computing and Computer Assisted Intervention,2022,1
7079,MICCAI 2022 - workshop on Medical Image Assisted BIomarkers’ Discovery,2022,1
7080,"MICCAI 2022, International Conference on Medical Image Computing and Computer Assisted Intervention",2022,1
7081,MICCAI 2023 - CaPTion Workshop on Cancer Prevention through early detecTion,2023,1
7082,MICCAI 2023 - Medical Image Computing and Computer Assisted Intervention,2023,1
7083,"MICCAI ASMUS 2023 - 4th International Workshop of Advances in Simplifying Medical UltraSound - a workshop held in conjunction with MICCAI 2023, the 26th International Conference on Medical Image Computing and Computer Assisted Intervention",2023,1
7084,MICCAI BrainLes 2018 workshop,2018,1
7085,MICCAI BrainLes 2020 workshop,2020,1
7086,MICCAI Brainlesion Workshop,2018,1
7087,MICCAI FAIR workshop,2021,1
7088,MICCAI Workshop UNSURE 2022: Uncertainty for Safe Utilization of Machine Learning in Medical Imaging,2022,1
7089,MICCAI-MSSEG-2 - 25th International Conference on Medical Image Computing and Computer Assisted Intervention -  challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure,2021,1
7090,MIDDLEWARE 2022 - 23rd ACM/IFIP International Middleware Conference,2022,1
7091,MIDDLEWEDGE  2022 - Proceedings of the 1st Workshop on Middleware for the Edge,2022,1
7092,MIDL 2020 - Medical Imaging with Deep Learning,2020,1
7093,MIDL 2021 - Medical Imaging with Deep Learning,2021,1
7094,MIDL 2022 - Medical Imaging with Deep Learning,2022,1
7095,MIDL 2023 - Medical Imaging with Deep Learning,2023,1
7096,MIE 2020 - Medical Informatics Europe conference - Digital Personalized Health and Medicine,2020,1
7097,"MIG '18 - 11th Annual International Conference on Motion, Interaction, and Games",2018,1
7098,"MIG 2018 - 11th annual conference on Motion, Interaction and Games",2018,1
7099,"MIG 2019 - ACM SIGGRAPH Conference on Motion, Interaction and Games",2019,1
7100,"MIG 2020 - 13th ACM SIGGRAPH Conference on Motion, Interaction and Games",2020,1
7101,"MIG 2020 - 13th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2020,1
7102,"MIG 2020 - Motion, Interaction and Games",2020,1
7103,"MIG 2021 - 14th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2021,1
7104,"MIG 2023 - 15th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2023,1
7105,"MIG 2023 - 16th ACM SIGGRAPH Conference on Motion, Interaction and Games",2023,1
7106,MIMO 2021: Workshop on Mixture Models,2021,1
7107,MIS4TEL 2023 - International Conference in Methodologies and intelligent Systems for Techhnology Enhanced Learning,2023,1
7108,MISSI 2018 - 11th International Conference on Multimedia and Network Information Systems,2018,1
7109,MIT Law IdeaFLow,2021,1
7110,MK 2023 - 2nd Workshop on Modular Knowledge  associated with FOIS 2023 - the 13th International Conference on Formal Ontology in Information Systems,2023,1
7111,ML 2018 - ML Family Workshop,2018,1
7112,ML 2019 - Workshop,2019,1
7113,ML 2020 - ML Family Workshop,2020,1
7114,ML 2021 - ML Workshop,2021,1
7115,ML 2021-ACM SIGPLAN Workshop on ML,2021,1
7116,"ML Family 2023 - Higher-order, Typed, Inferred, Strict: ACM SIGPLAN ML Family Workshop",2023,1
7117,ML Family Workshop 2018,2018,1
7118,ML Workshop 2020,2020,1
7119,ML4H - Machine Learning for Health workshop at NeurIPS 2020,2020,1
7120,ML4H 2022 - Machine Learning for Health,2022,1
7121,"ML4ITS 2023 - 2nd Workshop on Machine Learning for Irregular Time Series: Advances in Generative Models, Global Models and Self-Supervised Learning",2023,1
7122,ML4PM2020 - First International Workshop on Leveraging Machine Learning in Process Mining,2020,1
7123,MLA'2019 - Third Workshop on Mathematical Logic and its Applications,2019,1
7124,MLCN 2021 - 4th International Workshop in Machine Learning in Clinical Neuroimaging,2021,1
7125,MLCN 2021 - 4th International Workshop on Machine Learning in Clinical Neuroimaging,2021,1
7126,"MLCR 2022 - The 2022 International Conference on Machine Learning, Control, and Robotics",2022,1
7127,MLCS 2020 - 2nd Workshop on Machine Learning for Cybersecurity,2020,1
7128,MLDD 2022 - Machine Learning for Drug Discovery Workshop of ICLR 2022,2022,1
7129,MLG 2018 - 14th International Workshop on Mining and Learning with Graphs,2018,1
7130,MLN 2019 - 2nd International Conference on Machine Learning for Networking,2020,1
7131,MLN 2019 : 2nd IFIP International Conference on Machine Learning for Networking,2020,1
7132,MLN 2020 - International Conference on Machine Learning for Networking,2020,1
7133,MLN 2023 - 6th International Conference on Machine Learning for Networking,2023,1
7134,MLPS 2023 - Machine Learning and the Physical Sciences Workshop 23023 - At the 37th conference on Neural Information Processing Systems (NeurIPS),2023,1
7135,MLPS 2023 - Machine Learning and the Physical Sciences Workshop at NeurIPS 2023 - 37th conference on Neural Information Processing Systems,2023,1
7136,MLSA 2018 - 5th Workshop on Machine Learning and Data Mining for Sports Analytic of ECML/PKDD,2018,1
7137,MLSP 2018 - IEEE 28th International Workshop on Machine Learning for Signal Processing,2018,1
7138,MLSP 2018 - IEEE International Workshop on Machine Learning for Signal Processing,2018,1
7139,MLSP 2019 - IEEE 29th International Workshop on Machine Learning for Signal Processing,2019,1
7140,MLSP 2020 - IEEE 30th international workshop on Machine Learning for Signal Processing,2020,1
7141,MLSP 2020 - IEEE International Workshop on Machine Learning for Signal Processing,2020,1
7142,MLSP 2021 - IEEE international workshop on machine learning for signal processing,2021,1
7143,MLSP 2021 - Machine Learning for Signal Processing,2021,1
7144,MLSP 2023 - 33rd IEEE International Workshop on Machine Learning for Signal Processing,2023,1
7145,MLSP 2023 - IEEE International Workshop on Machine Learning for Signal Processing,2023,1
7146,MLmDS 2023 - AAAI Workshop When Machine Learning meets Dynamical Systems: Theory and Applications,2023,1
7147,MLsys 2021 - 4th Conference on Machine Learning and Systems,2021,1
7148,MM 2019 - 27th ACM International Conference on Multimedia,2019,1
7149,MM 2023 - The 31st ACM International Conference on Multimedia,2023,1
7150,MM'22: The 30th ACM International Conference on Multimedia,2022,1
7151,MMDS 2020 - International Conference by Center for Mathematical Modeling and Data Science,2021,1
7152,MMSP 2020 - 22 nd IEEE International Workshop on Multimedia Signal Processing,2020,1
7153,MMSP 2021 - IEEE 23rd International Workshop on Multimedia Siganl Processing,2021,1
7154,MMSP 2023 - 25th IEEE International Workshop on MultiMedia Signal Processing,2023,1
7155,MMSP 2023 - IEEE 25th International Workshop on MultiMedia Signal Processing,2023,1
7156,MMSys '20 - 11th ACM Multimedia Systems Conference,2020,1
7157,MMSys 2019 - 10th ACM Multimedia Systems Conference,2019,1
7158,MMSys 2022 - 13th ACM Multimedia Systems Conference,2022,1
7159,MOC 2023 - 28th Microoptics Conference,2023,1
7160,MOCO 2018 - 5th International Conference on Movement and Computing,2018,1
7161,MOCO 2019 - 6th International Conference on Movement and Computing,2019,1
7162,MOCO 2022 - 8th International Conference on Movement and Computing,2022,1
7163,MOCO'20 - 7th International Conference on Movement and Computing,2020,1
7164,MODECO 2019 - Journée Modélisation des Dynamiques Ecologiques,2019,1
7165,MODELS 2018 - 21th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,2018,1
7166,MODELS 2019 - ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems,2019,1
7167,MODELS 2021 - ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems,2021,1
7168,MODELS 2021: ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems,2021,1
7169,MODELS 2023 - 26th International Conference on Model-Driven Engineering Languages and Systems,2023,1
7170,MODELS Conference 2019 - ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems,2019,1
7171,MODELS ’20 Companion,2020,1
7172,MODELS-C 2023 - ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion,2023,1
7173,MODELSWARD 2019 - 7th International Conference on Model-Driven Engineering and Software Development,2019,1
7174,MOMI2023 - Le MOnde des Mathématiques Industrielles,2023,1
7175,"MORTECH 2019 - 5th International Workshop Reduced Basis, POD and PGD Model Reduction Techniques",2019,1
7176,MORTech 2023 - 6th International Workshop on Model Order Reduction,2023,1
7177,MPA 2019 - Conference on Metabolic Pathway Analysis,2019,1
7178,MPC 2019 - 13th International Conference on Mathematics of Program Construction,2019,1
7179,"MPDEE 2021 - Conference on Mathematical Population Dynamics, Ecology and Evolution",2021,1
7180,"MPDEE 2022 - Conference on Mathematical Population Dynamics, Ecology and Evolution",2022,1
7181,"MPDEE 2023  - Mathematical Population Dynamics, Ecology and Evolution",2023,1
7182,"MPDEE 2023 - Mathematical Population Dynamics, Ecology and Evolution",2023,1
7183,MPLR 2022 - 19th International Conference on Managed Programming Languages and Runtimes,2022,1
7184,MPLR ’21,2021,1
7185,"MPLR ’21, Germany",2021,1
7186,MPM4CPS - First International Workshop on Multi-Paradigm Modelling for Cyber-Physical Systems,2019,1
7187,MPREF 2022 - 13th Multidisciplinary Workshop on Advances in Preference Handling,2022,1
7188,MRI Together 2021 - A global workshop on Open Science and Reproducible MR Research,2021,1
7189,MRS 2021 - 3rd IEEE International Symposium on Multi-Robot and Multi-Agent Systems,2021,1
7190,MSDM  202311th Multiagent Sequential Decision Making under Uncertainty Workshop ; Held as part of the Workshops at the IFAAMAS 2023 - 21st International Conference on Autonomous Agents and Multiagent Systems,2023,1
7191,MSM Viral Pandemics meetings,2021,1
7192,MSML21 (Mathematical and Scientific Machine Learning),2021,1
7193,"MSN 2020 : 16th International Conference on Mobility, Sensing and Networking",2020,1
7194,"MSOTA 2020 - 3rd International Conference on Modeling, Simulation and Optimization Technologies and Applications",2020,1
7195,"MSPN 2018 - 4th International Conference on Mobile, Secure and Programmable Networking",2018,1
7196,MSR 2018 - Mining Software Repositories,2018,1
7197,MSR 2019 - Proceedings of the 16th International Conference on Mining Software Repositories,2019,1
7198,MSR 2020 - 17th International Conference on Mining Software Repositories,2020,1
7199,MSR 2023 - IEEE International Symposium on Multi-Robot & Multi-Agent Systems,2023,1
7200,"MSWIM '19 - 22nd International ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2019,1
7201,"MSWIM 2018 - The 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,1
7202,MSWIM 2022,2022,1
7203,MSWIM DIVANet,2018,1
7204,"MSWIM ’18 - 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,1
7205,"MSWIM'22 - 25th International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,1
7206,MSWiM '22: Int'l ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,2021,1
7207,MSWiM '23: Int'l ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,2023,1
7208,"MSWiM 2018 - 21 ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,1
7209,"MSWiM 2020 - 23rd International ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2020,1
7210,"MSWiM 2021 - 24th ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2021,1
7211,"MSWiM 2021 - 24th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2021,1
7212,"MSWiM 2022 - 25th Annual International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,1
7213,MSWiM 2022 - 25th International ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,2022,1
7214,"MSWiM 2022 - International Conference on Modeling, Analysis  and Simulation of Wireless and Mobile Systems",2022,1
7215,"MSWiM 2022 – 25th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,1
7216,"MSWiM 2023 -  26th International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2023,1
7217,"MSWiM'18 - 21st ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,1
7218,"MSWiM'20 - The 23rd International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2020,1
7219,MT-ITS 2023 -  8th International Conference on Models and Technologies for Intelligent Transportation Systems,2023,1
7220,MTD 2019 - 6th ACM Workshop on Moving Target Defense,2019,1
7221,MTD 2022 - 9th ACM Workshop on Moving Target Defense,2022,1
7222,MTNS 2022 - International Symposium on Mathematical Theory of Networks and Systems,2022,1
7223,MTSR 2021 - 15th International Conference on Metadata and Semantics Research,2022,1
7224,MUM'19 - 18th International Conference on Mobile and Ubiquitous Multimedia,2019,1
7225,Machine Learning Research 156,2021,1
7226,Machine Learning and the Physical Sciences Workshop at the 33rd Conference on Neural Information Processing Systems (NeurIPS),2019,1
7227,"Machine Learning and the Physical Sciences workshop, NeurIPS 2022",2022,1
7228,Machine Learning in Clinical Neuroimaging (MLCN) workshop,2018,1
7229,Machine Learning in Medical Imaging @MICCAI,2021,1
7230,Machine Learning in Structural Biology workshop at NeurIPS 2023,2023,1
7231,Mapping Group Online Symposium,2021,1
7232,Mars 2022 - 5th Workshop on Models for Formal Analysis of Real Systems,2022,1
7233,Mascot-num 2018,2018,1
7234,"Math 2 Product (M2P): Emerging Technologies in Computational Science for Industry, Sustainability and Innovation",2023,1
7235,Math4ML Workshop 2023,2023,1
7236,Mathematical Aspects of Computer and Information Sciences 2019,2019,1
7237,Mathematical Biology Seminar,2019,1
7238,"Mathematical Challenges in the Analysis of Continuum Models for Cancer Growth, Evolution and Therapy",2018,1
7239,Mathematical Software – ICMS 2018,2018,1
7240,Mathematical Software – ICMS 2020,2020,1
7241,Mathematical perspectives in the biology and therapeutics of cancer,2018,1
7242,Mathematicum Séminaire de Mathématiques et leurs Applications,2023,1
7243,Mathias Days 2021,2021,1
7244,"Mathias Days 2021 – Applied Mathematics, Scientific Computing,  Data  Science  and  Artificial  Intelligence  –  TotalEnergies  R&D",2021,1
7245,Mathias Days TotalEnergies,2023,1
7246,MedComNet 2020 - 18th Mediterranean Communication and Computer Networking Conference,2020,1
7247,MedComNet 2021 - 19th Mediterranean Communication and Computer Networking Conference,2021,1
7248,MedInfo 2023 – the 19th world congress on Medical and Health Informatics,2023,1
7249,MediaEval 2020 - MediaEval Benchmarking Intiative for Multimedia Evaluation,2020,1
7250,MediaEval 2021 - MediaEval Multimedia Evaluation benchmark. Workshop,2021,1
7251,Medical Image Computing and Computer Assisted Intervention (MICCAI),2023,1
7252,Medical Image Computing and Computer Assisted Intervention -- MICCAI,2019,1
7253,Medical Image Computing and Computer Assisted Intervention – MICCAI 2018,2018,1
7254,"Medical Image Computing and Computer Assisted Intervention – MICCAI 2022: 25th International Conference, Singapore, September 18–22, 2022, Proceedings, Part II",2022,1
7255,Medical Image Computing and Computer Assisted Intervention – MICCAI 2023,2023,1
7256,Medical Image Computing and Computer Assisted Interventions Conference,2018,1
7257,"Medical Imaging 2020: Image-Guided Procedures, Robotic Interventions, and Modeling",2020,1
7258,Medical Informatics Europe,2023,1
7259,Medical imaging meets NeurIPS 2021,2021,1
7260,Medinfo 2021 - 18th World Congress on Medical and Health Informatics,2021,1
7261,MeditCom 2021 - IEEE International Mediterranean Conference on Communications and Networking,2021,1
7262,Meeting of Society for Mathematical Biology,2019,1
7263,Meeting of the Royal Society -- Numerical algorithms for high-performance computational science,2019,1
7264,Meeting of working Group Medicago sativa,2018,1
7265,Meta-Knowledge Transfer/Communication in Different Systems,2022,1
7266,MetaLearn workshop @ NeurIPS2018,2018,1
7267,Metaboday 2021,2021,1
7268,Metabolic Pathway Analysis 2023,2023,1
7269,"Methods, Tools and Technologies for Design in Aviation",2021,1
7270,MetroAeroSpace 2021 - IEEE 8th International Workshop on Metrology for AeroSpace,2021,1
7271,"MetroXRAINE 2022 - IEEE International Conference on Metrology for Extended Reality, Artificial Intelligence and Neural Engineering",2022,1
7272,"MetroXRAINE 2022 - IEEE International Conference on Metrology for eXtended Reality, Artificial Intelligence, and Neural Engineering",2022,1
7273,"MetroXRAINE 2022 – IEEE International Conference on Metrology for eXtended Reality, Artificial Intelligence, and Neural Engineering",2022,1
7274,MiMo Workshop on mixture models,2021,1
7275,Microservices 2020/2022 - Joint Post-proceedings of the Third and Fourth International Conference on Microservices,2023,1
7276,Midd4DT 2023 - 1st International Workshop on Middleware for Digital Twin,2023,1
7277,Middleware '23: 24th International Middleware Conference,2023,1
7278,Middleware 2018 - 19th ACM/IFIP International Middleware Conference (Doctoral Symposium),2018,1
7279,Middleware 2020 - 21st ACM/IFIP International Middleware Conference,2020,1
7280,Middleware 2021: 22nd International Middleware Conference,2021,1
7281,Middleware 2022 - 23rd ACM/IFIP International Conference Middleware,2022,1
7282,Middleware 2023 - 24th International Middleware Conference,2023,1
7283,Middleware 2023: 24th International Middleware Conference,2023,1
7284,Middleware Doctoral Symposium 2018,2018,1
7285,Mixture Models: Theory and Applications,2018,1
7286,Mixture models : Theory and applications,2018,1
7287,MoRePas 2018 - Model Reduction for Parametrized Systems IV,2018,1
7288,"MoSICom 2020 : International Conference on Modelling, Simulation & Intelligent Computing",2020,1
7289,MobiHoc 2018 - 4th ACM MobiHoc Workshop on Experiences with the Design and Implementation of Smart Objects,2018,1
7290,MobiHoc 2019 - 20th International Symposium on Mobile Ad Hoc Networking and Computing,2019,1
7291,"MobiQuitous 2019 - 16th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",2019,1
7292,"MobiQuitous 2020 - EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",2020,1
7293,"MobiQuitous 2022 - 19th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",2023,1
7294,MobiWac 2023: 21st ACM International Symposium on Mobility Management and Wireless Access,2023,1
7295,"Mobile Cloud 2023 - 11th IEEE International Conference on Mobile Cloud Computing, Services and Engineering",2023,1
7296,MobileHCI '20: 22nd International Conference on Human-Computer Interaction with Mobile Devices and Services,2020,1
7297,MobileHCI '21: 23rd International Conference on Mobile Human-Computer Interaction,2021,1
7298,MobileHCI 2018 - 20th International Conference on Human-Computer Interaction with Mobile Devices and Services,2018,1
7299,MobileHCI 2022 Workshop on New Trends in HCI and Sports,2023,1
7300,MobileHCI ’21 - 23rd International Conference on Mobile Human-Computer Interaction,2021,1
7301,"Mobiquitous 2020 - 17th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",2020,1
7302,ModDiT 2022 - 2nd International Workshop on Model-Driven Engineering of Digital Twins,2022,1
7303,Modelica 2021 - 14th International Modelica Conference,2021,1
7304,Modelica 2023 - 15th International Modelica Conference,2023,1
7305,"Modelife days - Journées de Modélisation, physique et mathématique du vivant",2019,1
7306,Modeling and decision-making in the spatiotemporal domain NIPS workhop,2018,1
7307,"Models, Languages, and Tools for Concurrent and Distributed Programming - Hommage to Rocco De Nicola on the Occasion of His 65th Birthday",2019,1
7308,MoreVMs 2022,2022,1
7309,MultiProg 2019 - 25th International Workshop on Programmability and Architectures for Heterogeneous Multicores,2019,1
7310,Multiple facets of RNA in development and disease conference,2022,1
7311,NAACL,2021,1
7312,NAACL 2019 - Annual Conference of the North American Chapter of the Association for Computational Linguistics,2019,1
7313,NAACL 2021 - 5th Workshop on Teaching NLP at the Annual Conference of the North American Chapter of the Association for Computational Linguistics,2021,1
7314,NAACL 2021 - Annual Conference of the North American Chapter of the Association for Computational Linguistics,2021,1
7315,NAACL 2022 - Annual Conference of the North American Chapter of the Association for Computational Linguistics,2022,1
7316,NAACL 2022 - Conference of the North American Chapter of the Association for Computational Linguistics - Human Language Technologies (NAACL-HLT2022),2022,1
7317,NAACL-HLT 2019 - Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2019,1
7318,NAACL-HLT 2021 - 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,2021,1
7319,NAACL-HLT Workshop on Graph-Based Natural Language Processing (TextGraphs),2018,1
7320,NAHOMCon19 - North American High Order Method conference,2019,1
7321,NANOARCH 2022 - 17th ACM International Symposium on Nanoscale Architectures,2022,1
7322,NANOCOM '23: The 10th Annual ACM International Conference on Nanoscale Computing and Communication,2023,1
7323,NANOCOM 2020 - 7th ACM International Conference on Nanoscale Computing and Communication,2020,1
7324,NANOCOM 2021: Eighth Annual ACM International Conference on Nanoscale Computing and Communication,2021,1
7325,NANOP 2023 : Functional Nanophotonics - Nanophotonics and Micro/Nano Optics International Conference 2023,2023,1
7326,NARO 2022 - 2nd International Symposium on Food and Health “Global Food Security and Human Health -Toward Transforming the Food System with Advanced Technology-”,2022,1
7327,NASSCFL 2021 - 50th Annual North American Society for Seventeenth-Century French Literature Conference,2021,1
7328,NAT 2022 - 3rd Neuroadaptive Technology Conference,2022,1
7329,NAT 2022 – 3rd Neuroadaptive Technology Conference,2022,1
7330,NCA 2018 - 17th IEEE International Symposium on Network Computing and Applications (NCA),2018,1
7331,NCA 2019 : 18th IEEE International Symposium on Network Computing and Applications,2019,1
7332,NCA 2019: IEEE 18th International Symposium on Network Computing and Applications,2019,1
7333,NCA 2021 -  20th IEEE International Symposium on Network Computing and Applications,2021,1
7334,NCMIP 2019 - 9th International Conference on New Computational Methods for Inverse Problems,2020,1
7335,NDE 4.0 2022 - International Conference on NDE 4.0,2022,1
7336,NDECS 2022 - 2nd International Conference on Non-Destructive Evaluation of Composite Structures,2022,1
7337,NDSS 2018 - Network and Distributed System Security Symposium,2018,1
7338,NDSS 2019 - Proceedings of the Network and Distributed System Security Symposium,2019,1
7339,NDSS 2020 - Network and Distributed System Security Symposium,2020,1
7340,NDSS 2021 - Network and Distributed Systems Security,2021,1
7341,NDT-CE 2022 - International Symposium on Non-Destructive Testing in Civil Engineering,2022,1
7342,NDT-CE 2022 - International Symposium on Nondestructive Testing in Civil Engineering,2022,1
7343,NEF (Next Enstein Forum),2020,1
7344,NEGDEPML 2019 - ICML Workshop on Negative Dependence in ML,2019,1
7345,NER 2021 - 10th International IEEE/EMBS Conference on Neural Engineering,2021,1
7346,"NETGCOOP 2018 - International Conference on NETwork Games, COntrol and OPtimisation",2019,1
7347,"NETGCOOP 2018 : 9th International Conference on NETwork Games, COntrol and OPtimisation",2018,1
7348,"NETGCOOP 2018 : 9th International Conference on Network Games, Control and Optimization",2018,1
7349,"NETGCOOP 2018: Network Games, Control, and Optimization",2018,1
7350,"NETGCOOP 2020 - International Conference on NETwork Games, Control and Optimisation",2021,1
7351,NETSOFT 2018: 4th IEEE Conference on Network Softwarization and Workshops,2018,1
7352,NETWORKING 2019 - IFIP Networking 2019,2019,1
