,Conference,Publication Date,Team Acronym,Publication Count
2660,"FORTE 2019 - 39th International Conference on Formal Techniques for Distributed Objects, Components, and Systems",2019,MYRIADS,1
2661,"FORTE 2019 - 39th International Conference on Formal Techniques for Distributed Objects, Components, and Systems",2019,SUMO,1
2662,FOSBE 2019 - 8th IFAC Conference on Foundations of Systems Biology in Engineering,2019,BIOCORE,1
2663,FOSBE 2019 - 8th IFAC Conference on Foundations of Systems Biology in Engineering,2019,MAVERICK,1
2664,FPS 2018 - 11th International Symposium on Foundations & Practice of Security,2018,CIDRE,2
2665,FPS 2023 - 16th International Symposium on Foundations & Practice of Security,2023,COAST,1
2666,FPS 2023 - 16th International Symposium on Foundations & Practice of Security,2023,PESTO,1
2667,FPS 2023 - 16th International Symposium on Foundations & Practice of Security,2023,CIDRE,1
2668,FPS 2023 - 16th International Symposium on Foundations & Practice of Security,2023,WIDE,1
2669,FPT 2022 - International Conference on Field Programmable Technology,2022,TARAN,1
2670,FPT 2022 - International Conference on Field Programmable Technology,2022,EMERAUDE,1
2671,FSCD 2018 - 3rd International Conference on Formal Structures for Computation and Deduction,2018,PI.R2,1
2672,FSCD 2018 - 3rd International Conference on Formal Structures for Computation and Deduction,2018,CELTIQUE,1
2673,FSPM 2023 - 10th International Conference on Functional-Structural Plant Models,2023,STATIFY,1
2674,FSPM 2023 - 10th International Conference on Functional-Structural Plant Models,2023,ZENITH,1
2675,FSTTCS 2018 - 38th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2018,LINKS,1
2676,FSTTCS 2018 - 38th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2018,PROSECCO,1
2677,FSTTCS 2020 - 40th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2020,SUMO,1
2678,FSTTCS 2020 - 40th IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2020,MEXICO,1
2679,FSTTCS 2022 - 42nd IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2022,SUMO,1
2680,FSTTCS 2022 - 42nd IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2022,PI.R2,1
2681,FSTTCS 2022 - 42nd IARCS Annual Conference on Foundations of Software Technology and Theoretical Computer Science,2022,PICUBE,1
2682,FUN 2018 - 9th International Conference on Fun with Algorithms,2018,ABS,1
2683,FUN 2018 - 9th International Conference on Fun with Algorithms,2018,COATI,1
2684,FUN 2018 - 9th International Conference on Fun with Algorithms,2018,PESTO,1
2685,Fantastic Futures 2021 / Futures Fantastiques 2021,2021,ALMAnaCH,2
2686,FiCloud 2021 - 8th International Conference on Future Internet of Things and Cloud,2021,MYRIADS,2
2687,"Fifth international congress on multiphysics, multiscale, and optimization problems",2018,Magique 3D,2
2688,Findings of the Association for Computational Linguistics: EMNLP 2023,2023,MAGNET,1
2689,Findings of the Association for Computational Linguistics: EMNLP 2023,2023,ALMAnaCH,1
2690,FoSSaCS 2020 - 23rd International Conference on Foundations of Software Science and Computation Structures,2020,FOCUS,1
2691,FoSSaCS 2020 - 23rd International Conference on Foundations of Software Science and Computation Structures,2020,MEXICO,1
2692,FormaliSE 2019 - 7th International Conference on Formal Methods in Software Engineering,2019,TOCCATA,1
2693,FormaliSE 2019 - 7th International Conference on Formal Methods in Software Engineering,2019,CONVECS,1
2694,"Frontiers of Combining Systems - 14th International Symposium, FroCoS 2023",2023,VERIDIS,2
2695,GAMM 2019 - 90th Annual Meeting of the International Association of Applied Mathematics and Mechanics,2019,M3DISIM,2
2696,GCH 2019 - EUROGRAPHICS Workshop on Graphics and Cultural Heritage,2019,IMAGINE,2
2697,GECCO '21: Genetic and Evolutionary Computation Conference,2021,BONUS,1
2698,GECCO '21: Genetic and Evolutionary Computation Conference,2021,FAIRPLAY,1
2699,GECCO 2019 - The Genetic and Evolutionary Computation Conference,2019,RANDOPT,2
2700,GECCO 2020 - The Genetic and Evolutionary Computation Conference,2020,CQFD,1
2701,GECCO 2020 - The Genetic and Evolutionary Computation Conference,2020,BONUS,1
2702,GECCO 2023 - Genetic and Evolutionary Computation Conference Companion,2023,BONUS,2
2703,GI 2021 - Graphics Interface,2021,Hybrid,1
2704,GI 2021 - Graphics Interface,2021,AVIZ,1
2705,GI 2021 - Graphics Interface,2021,EX-SITU,1
2706,GIIS 2020 - Global Information Infrastructure and Networking Symposium,2020,AVALON,1
2707,GIIS 2020 - Global Information Infrastructure and Networking Symposium,2020,TRiBE,1
2708,GRAPP 2021 - 16th International Conference on Computer Graphics Theory and Applications,2021,Hybrid,2
2709,GRETSI 2019,2019,SIMSMART,1
2710,GRETSI 2019,2019,MARACAS,1
2711,GRETSI 2023,2023,OPIS,1
2712,GRETSI 2023,2023,Sirocco,1
2713,GSI 2019  - 4th conference on Geometric Science of Information,2019,EPIONE,2
2714,Globecom 2018 - IEEE Global Communications Conference,2018,DIONYSOS,2
2715,GreenCom 2019 : 15th IEEE International Conference on Green Computing and Communications,2019,LS2N - équipe STACK,2
2716,Gretsi 2023,2023,MARACAS,2
2717,Gretsi 2023 - XXIXème Colloque Francophone de Traitement du Signal et des Images,2023,TARAN,2
2718,HAPTICS 2022 - IEEE Haptics Symposium,2022,RAINBOW,2
2719,HFSS 2023 - International Conference on Highly Flexible Slender Structures,2023,ELAN,2
2720,HFSS 2023 - International Conference on Highly Flexible Slender Structures,2023,ANIMA,1
2721,HFSS 2023 – International Conference on Highly Flexible Slender Structures,2023,ELAN,2
2722,HICSS 2022 - Hawaii International Conference on System Sciences,2022,ORPAILLEUR,1
2723,HICSS 2022 - Hawaii International Conference on System Sciences,2022,CTRL-A,1
2724,HONOM 2022 - European Workshop on High order nonlinear numerical methods for evolutionary PDEs: Theory and Applications,2022,CAGIRE,2
2725,HPCS 2020 - International Conference on High Performance Computing & Simulation,2020,CASH,1
2726,HPCS 2020 - International Conference on High Performance Computing & Simulation,2021,ROMA,1
2727,HPCS 2020 - The 18th International Conference on High Performance Computing & Simulation,2021,BONUS,2
2728,HPSR 2021 - IEEE International Conference on High Performance Switching and Routing,2021,FUN,1
2729,HPSR 2021 - IEEE International Conference on High Performance Switching and Routing,2021,DIANA,1
2730,HUMANOIDS 2018 - IEEE-RAS 18th International Conference on Humanoid Robots,2018,LARSEN,2
2731,Humanistica 2021 - Colloque de l'Association francophone des humanités numériques,2021,Hybrid,1
2732,Humanistica 2021 - Colloque de l'Association francophone des humanités numériques,2021,LinkMedia,1
2733,"Hyperbolic Problems: Theory, Numerics, Applications. Proceedings of the XVII international conference in Penn State.",2020,ACUMES,2
2734,I-RIM 2020 - 2nd Italian Conference on Robotics and Intelligent Machines,2020,RAINBOW,2
2735,IC 2019 - 30es Journées francophones d'Ingénierie des Connaissances,2019,GRAPHIK,2
2736,IC2E 2023 - 11th IEEE International Conference on Cloud Engineering,2023,SPIRALS,2
2737,IC2E 2023 - 11th IEEE International Conference on Cloud Engineering,2023,MYRIADS,1
2738,IC2E 2023 - 11th IEEE International Conference on Cloud Engineering,2023,STACK,1
2739,ICA 2019 - 23rd International Congress on Acoustics,2019,MULTISPEECH,2
2740,ICA3PP 2018 - 18th International Conference on Algorithms and Architectures for Parallel Processing,2018,MYRIADS,2
2741,ICA3PP 2018 - 18th International Conference on Algorithms and Architectures for Parallel Processing,2018,AVALON,1
2742,ICA3PP 2018 - 18th International Conference on Algorithms and Architectures for Parallel Processing,2018,ROMA,1
2743,ICAART 2023 - 15th International Conference on Agents and Artificial Intelligence,2023,WIMMICS,1
2744,ICAART 2023 - 15th International Conference on Agents and Artificial Intelligence,2023,HeKA,1
2745,"ICALP 2018 - 45th International Colloquium on Automata, Languages, and Programming",2018,LINKS,1
2746,"ICALP 2018 - 45th International Colloquium on Automata, Languages, and Programming",2018,MOCQUA,1
2747,"ICALP 2020 - 47th International Colloquium on Automata, Languages and Programming",2020,SPECFUN,1
2748,"ICALP 2020 - 47th International Colloquium on Automata, Languages and Programming",2020,LINKS,1
2749,"ICALP 2022 - 49th International Colloquium on Automata, Languages, and Programming",2022,FOCUS,1
2750,"ICALP 2022 - 49th International Colloquium on Automata, Languages, and Programming",2022,SUMO,1
2751,ICALP: International Conference on Arabic Language Processing,2019,MULTISPEECH,2
2752,ICANN 2020 - 29th International Conference on Artificial Neural Networks,2020,Mnemosyne,1
2753,ICANN 2020 - 29th International Conference on Artificial Neural Networks,2020,OPIS,1
2754,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2020,JACQUARD,1
2755,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2020,SIMSMART,1
2756,"ICASSP 2020 - 45th International Conference on Acoustics, Speech and Signal Processing",2020,OPIS,2
2757,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2023,MULTISPEECH,1
2758,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2023,CHROMA,1
2759,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",2023,MARACAS,1
2760,"ICASSP 2023 - International Conference on Acoustics, Speech, and Signal Processing",2023,CoML,1
2761,"ICASSP 2023 - International Conference on Acoustics, Speech, and Signal Processing",2023,Sirocco,1
2762,"ICASSP: International Conference on Acoustics, Speech and Signal Processing",2018,ZENITH,2
2763,"ICASSP: International Conference on Acoustics, Speech and Signal Processing",2018,MULTISPEECH,2
2764,"ICASSP: International Conference on Acoustics, Speech and Signal Processing",2018,PANAMA,2
2765,"ICASSP: International Conference on Acoustics, Speech, and Signal Processing",2018,ZENITH,2
2766,"ICASSP: International Conference on Acoustics, Speech, and Signal Processing",2018,MULTISPEECH,1
2767,"ICASSP: International Conference on Acoustics, Speech, and Signal Processing",2018,PANAMA,1
2768,ICAT-EGVE 2020 - International Conference on Artificial Reality and Telexistence & Eurographics Symposium on Virtual Environments,2020,Hybrid,2
2769,ICAT-EGVE 2020 - International Conference on Artificial Reality and Telexistence & Eurographics Symposium on Virtual Environments,2020,MIMETIC,2
2770,ICAT-EGVE 2020 - International Conference on Artificial Reality and Telexistence & Eurographics Symposium on Virtual Environments,2020,RAINBOW,1
2771,ICAT-EGVE 2023 - International Conference on Artificial Reality and Telexistence & Eurographics Symposium on Virtual Environments,2023,Hybrid,1
2772,ICAT-EGVE 2023 - International Conference on Artificial Reality and Telexistence & Eurographics Symposium on Virtual Environments,2023,VIRTUS,1
2773,ICC 2019 - IEEE International Conference on Communications,2019,MIMOVE,1
2774,ICC 2019 - IEEE International Conference on Communications,2019,DIONYSOS,1
2775,ICCCN 2018 - 27th International Conference on Computer Communications and Networks,2018,DIANA,1
2776,ICCCN 2018 - 27th International Conference on Computer Communications and Networks,2018,AGORA,1
2777,ICCHP 2018 - 16th International Conference on Computers Helping People with Special Needs,2018,Phoenix,1
2778,ICCHP 2018 - 16th International Conference on Computers Helping People with Special Needs,2018,Potioc,1
2779,ICCHP 2018 - 16th International Conference on Computers Helping People with Special Needs,2018,TYREX,1
2780,ICCS 2019 - 24th International Conference on Conceptual Structures,2019,WIMMICS,1
2781,ICCS 2019 - 24th International Conference on Conceptual Structures,2019,ORPAILLEUR,1
2782,ICCS 2019 - International Conference on Computational Science,2019,AVALON,1
2783,ICCS 2019 - International Conference on Computational Science,2019,MYRIADS,1
2784,ICCS 2019 - International Conference on Computational Science,2019,BONUS,1
2785,ICCV 2023 - IEEE/CVF International Conference on Computer Vision,2023,STARS,1
2786,ICCV 2023 - IEEE/CVF International Conference on Computer Vision,2023,Thoth,1
2787,ICCVW 2023 - IEEE/CVF International Conference on Computer Vision Workshops,2023,TARAN,1
2788,ICCVW 2023 - IEEE/CVF International Conference on Computer Vision Workshops,2023,EVERGREEN,1
2789,ICDCS'19 - 39th IEEE International Conference on Distributed Computing Systems,2019,LS2N - équipe STACK,1
2790,ICDCS'19 - 39th IEEE International Conference on Distributed Computing Systems,2019,WIDE,1
2791,ICDE 2023 - 39th IEEE International Conference on Data Engineering,2023,CEDAR,1
2792,ICDE 2023 - 39th IEEE International Conference on Data Engineering,2023,Whisper,1
2793,ICDMW 2018 - IEEE International Conference on Data Mining Workshops,2018,CEDAR,1
2794,ICDMW 2018 - IEEE International Conference on Data Mining Workshops,2018,DANTE,1
2795,ICGI 2018 - 14th International Conference on Grammatical Inference,2018,Dyliss,2
2796,ICGI 2018 - 14th International Conference on Grammatical Inference,2018,GenScale,1
2797,"ICIN 2018 - 21st Conference on Innovation in Clouds, Internet and Networks",2018,NEO,1
2798,"ICIN 2018 - 21st Conference on Innovation in Clouds, Internet and Networks",2018,RESIST,1
2799,ICIP 2018 - IEEE International Conference on Image Processing,2018,Sirocco,2
2800,ICIP 2021 - IEEE International Conference on Image Processing,2021,Sirocco,1
2801,ICIP 2021 - IEEE International Conference on Image Processing,2021,LinkMedia,1
2802,ICIP 2021 - IEEE International Conference on Image Processing,2021,WIDE,1
2803,ICLR 2018 - 6th International Conference on Learning Representations,2018,ERABLE,1
2804,ICLR 2018 - 6th International Conference on Learning Representations,2018,PANAMA,1
2805,ICLR 2018 - International Conference on Learning Representations,2018,GALEN,1
2806,ICLR 2018 - International Conference on Learning Representations,2018,SEQUEL,1
2807,ICLR 2018 - International Conference on Learning Representations,2018,PANAMA,1
2808,ICLR 2018 - International Conference on Learning Representations,2018,GALEN-POST,1
2809,ICLR 2019 - 7th International Conference on Learning Representations,2019,Thoth,1
2810,ICLR 2019 - 7th International Conference on Learning Representations,2019,POLARIS,1
2811,ICLR 2019 - Seventh International Conference on Learning Representations,2019,INOCS,1
2812,ICLR 2019 - Seventh International Conference on Learning Representations,2019,PANAMA,1
2813,ICLR 2020 - 8th International Conference on Learning Representations,2020,Flowers,1
2814,ICLR 2020 - 8th International Conference on Learning Representations,2020,RITS,1
2815,ICLR 2020 - 8th International Conference on Learning Representations,2020,TAU,1
2816,ICLR 2020 - Eighth International Conference on Learning Representations,2019,Thoth,1
2817,ICLR 2020 - Eighth International Conference on Learning Representations,2020,DANTE,1
2818,ICLR 2020 - Eighth International Conference on Learning Representations,2020,PANAMA,1
2819,ICLR 2021 - 9th International Conference on Learning Representations,2021,SIERRA,1
2820,ICLR 2021 - 9th International Conference on Learning Representations,2021,POLARIS,1
2821,ICLR 2021 - Ninth International Conference on Learning Representations,2020,Scool,1
2822,ICLR 2021 - Ninth International Conference on Learning Representations,2021,Scool,1
2823,ICLR 2022 - Tenth International Conference on Learning Representations,2022,ALMAnaCH,1
2824,ICLR 2022 - Tenth International Conference on Learning Representations,2022,MIND,1
2825,ICLR 2022 Workshop on Geometrical and Topological Representation Learning,2022,DATASHAPE,1
2826,ICLR 2022 Workshop on Geometrical and Topological Representation Learning,2022,ANGE,1
2827,ICLR 2023 - 11th International Conference on Learning Representation,2023,ALMAnaCH,1
2828,ICLR 2023 - 11th International Conference on Learning Representation,2023,LinkMedia,1
2829,ICML,2023,MOKAPLAN,1
2830,ICML,2023,FAIRPLAY,1
2831,ICML 2023 - 40 th International Conference on Machine Learning,2023,PREMEDICAL,1
2832,ICML 2023 - 40 th International Conference on Machine Learning,2023,TOPAL,1
2833,ICML 2023 - Fortieth International Conference on Machine Learning,2023,MAASAI,1
2834,ICML 2023 - Fortieth International Conference on Machine Learning,2023,TAU,1
2835,ICML 2023 - Fortieth International Conference on Machine Learning,2023,ODYSSEY,1
2836,ICML 2023 - Fortieth International Conference on Machine Learning,2023,MIND,1
2837,ICORES 2019 - 8th International Conference on Operations Research and Enterprise Systems,2019,NEO,1
2838,ICORES 2019 - 8th International Conference on Operations Research and Enterprise Systems,2019,RESIST,1
2839,ICOSAHOM 2021 - International Conference on Spectral High Order Methods,2021,SERENA,1
2840,ICOSAHOM 2021 - International Conference on Spectral High Order Methods,2021,ATLANTIS,1
2841,ICOSAHOM 2021 - International Conference on Spectral High Order Methods,2021,MAKUTU,1
2842,ICPP 2020 - 49th International Conference on Parallel Processing,2020,ROMA,2
2843,ICPP 2020 - 49th International Conference on Parallel Processing,2020,TADAAM,1
2844,ICPP 2021 - 50th International Conference on Parallel Processing,2021,TADAAM,1
2845,ICPP 2021 - 50th International Conference on Parallel Processing,2021,POLARIS,1
2846,ICPP 2022 - 51st International Conference on Parallel Processing,2022,ROMA,1
2847,ICPP 2022 - 51st International Conference on Parallel Processing,2022,Ecuador,1
2848,ICPP 2022 - 51st International Conference on Parallel Processing,2022,ROMA,1
2849,ICPR 2022 - International Conference on Pattern Recognition,2022,STARS,1
2850,ICPR 2022 - International Conference on Pattern Recognition,2022,MIMETIC,1
2851,ICPhS 2023 - 20th International Congress of Phonetic Sciences,2023,Potioc,2
2852,ICRA 2023 - International Conference on Robotics and Automation,2023,HEPHAISTOS,1
2853,ICRA 2023 - International Conference on Robotics and Automation,2023,WILLOW,1
2854,ICSE 2019 - IEEE/ACM 41st International Conference on Software Engineering: Companion Proceedings,2019,CONVECS,2
2855,ICSE 2020 - 42nd International Conference on Software Engineering,2020,DiverSe,1
2856,ICSE 2020 - 42nd International Conference on Software Engineering,2020,Whisper,1
2857,ICSME 2021 - 37th International Conference on Software Maintenance and Evolution,2021,SPIRALS,1
2858,ICSME 2021 - 37th International Conference on Software Maintenance and Evolution,2021,PI.R2,1
2859,ICSOC 2020 - 18th International Conference on Service Oriented Computing,2020,AVALON,1
2860,ICSOC 2020 - 18th International Conference on Service Oriented Computing,2020,MYRIADS,1
2861,ICSOC 2022 - 20th International Conference on Service-Oriented Computing,2022,CONVECS,1
2862,ICSOC 2022 - 20th International Conference on Service-Oriented Computing,2022,STACK,1
2863,"ICSTCC 2018 - 22nd International Conference on System Theory, Control and Computing",2018,DISCO,2
2864,ICTAC 2021 - 18th International Colloquium on Theoretical Aspects of Computing,2021,TEA,1
2865,ICTAC 2021 - 18th International Colloquium on Theoretical Aspects of Computing,2021,MOCQUA,1
2866,ICTAI 2021 - 33rd IEEE International Conference on Tools with Artificial Intelligence,2021,DANTE,1
2867,ICTAI 2021 - 33rd IEEE International Conference on Tools with Artificial Intelligence,2021,LACODAM,1
2868,ICTON 2023 - 23rd International Conference on Transparent Optical Networks,2023,COATI,2
2869,ICUAS 2023 - International Conference on Unmanned Aircraft Systems,2023,RAINBOW,2
2870,IDA 2022 - Symposium on Intelligent Data Analysis,2022,LACODAM,2
2871,IDEKI 2021 - 4ème colloque international Didactiques et métiers de l'humain,2021,MULTISPEECH,2
2872,IECON 2020 - 46th Annual Conference of the IEEE Industrial Electronics Society,2020,QUANTIC,1
2873,IECON 2020 - 46th Annual Conference of the IEEE Industrial Electronics Society,2020,OPIS,1
2874,IEEE American Control Conference (ACC 2018),2018,DISCO,2
2875,IEEE American Control Conference (ACC 2018),2018,MAMBA,1
2876,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),2018,TITANE,2
2877,IEEE Global Communications Conference,2020,RESIST,1
2878,IEEE Global Communications Conference,2021,FUN,1
2879,IEEE ICC 2023 - IEEE International Conference on Communications,2023,FUN,2
2880,IEEE INFOCOM 2019 - IEEE Conference on Computer Communications,2019,NEO,2
2881,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications,2020,DYOGENE,1
2882,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications,2020,NEO,1
2883,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2020,Sirocco,2
2884,IEEE International Conference on Cloud Networking,2018,DIANA,2
2885,IEEE International Conference on Communications,2020,NEO,1
2886,IEEE International Conference on Communications,2020,MARACAS,1
2887,IEEE International Conference on Communications,2023,AGORA,1
2888,IEEE International Conference on Communications (ICC),2019,POLARIS,1
2889,IEEE International Conference on Communications (ICC),2022,NEO,1
2890,IEEE International Conference on Image Processing,2018,GALEN-POST,1
2891,IEEE International Conference on Image Processing,2022,Sirocco,1
2892,IEEE International Conference on Image Processing (ICIP),2022,OPIS,2
2893,IEEE International Conference on Intelligent Transportation Systems (ITSC),2022,ASTRA,1
2894,IEEE International Conference on Intelligent Transportation Systems (ITSC),2023,ASTRA,1
2895,IEEE International Conference on Robotics and Automation (ICRA 2021),2021,WILLOW,2
2896,IEEE International Conference on Robotics and Automation (ICRA),2023,RAINBOW,1
2897,IEEE International Symposium on Biomedical Imaging,2018,PARIETAL,1
2898,IEEE International Symposium on Biomedical Imaging,2019,MORPHEME,1
2899,"IEEE SMC 2020 - IEEE International conference on Systems, Man and Cybernetics",2020,Potioc,2
2900,"IEEE SMC 2020 - IEEE International conference on Systems, Man and Cybernetics",2020,Flowers,1
2901,IEEE VR 2018 - 25th IEEE Conference on Virtual Reality,2018,MIMETIC,2
2902,IEEE VR 2018 - 25th IEEE Conference on Virtual Reality,2018,RAINBOW,1
2903,IEEE VR 2018 - 25th IEEE Conference on Virtual Reality and 3D User Interfaces,2018,GRAPHDECO,1
2904,IEEE VR 2018 - 25th IEEE Conference on Virtual Reality and 3D User Interfaces,2018,Hybrid,1
2905,IEEE VR 2018 - 25th IEEE Conference on Virtual Reality and 3D User Interfaces,2018,RAINBOW,1
2906,IEEE Wireless Communications and Networking Conference,2023,AGORA,2
2907,IEEE Wireless Communications and Networking Conference (WCNC),2022,MARACAS,1
2908,IEEE Wireless Communications and Networking Conference (WCNC),2022,MARACAS,1
2909,"IEEE-ICASSP 2019 -  International Conference on Acoustics, Speech and Signal Processing",2019,PARIETAL,2
2910,IEEE/CVF Conference on Computer Vision and Pattern Recognition,2022,ROBOTLEARN,1
2911,IEEE/CVF Conference on Computer Vision and Pattern Recognition,2023,WILLOW,1
2912,IFAC 2019 - 7th IFAC Symposium on System Structure and Control and 15th IFAC workshop on time-delay systems,2019,DISCO,2
2913,IFAC 2020 - 21st International Federation of Automatic Control World Congress,2020,I4S,2
2914,IFAC 2020 - IFAC World Congress,2020,I4S,2
2915,IFAC 2023 - The 22nd World Congress of the International Federation of Automatic Control,2023,TROPICAL,1
2916,IFAC 2023 - The 22nd World Congress of the International Federation of Automatic Control,2023,VALSE,1
2917,IFAC World Congress 2023 - 22nd World Congress of the International Federation of Automatic Control,2023,I4S,1
2918,IFAC World Congress 2023 - 22nd World Congress of the International Federation of Automatic Control,2023,MAMBA,1
2919,IFC 22 - International Faust Conference,2022,EMERAUDE,2
2920,IFIP Networking 2018,2018,AGORA,1
2921,IFIP Networking 2018,2018,DANTE,1
2922,IFIP Networking 2020,2020,NEO,2
2923,IFIP Networking Conference 2019,2019,DIANA,1
2924,IFIP Networking Conference 2019,2019,COATI,1
2925,IFIP/IEEE IM 2019 - IFIP/IEEE International Symposium on Integrated Network Management,2019,VERIDIS,2
2926,IFIP/IEEE IM 2019 - IFIP/IEEE International Symposium on Integrated Network Management,2019,RESIST,2
2927,IFM 2018 - 14th International Conference on integrated Formal Methods,2018,CAMUS,1
2928,IFM 2018 - 14th International Conference on integrated Formal Methods,2018,CORSE,1
2929,IFOW 2020 - Integrated Food Ontology Workshop @ ICBO,2020,GRAPHIK,2
2930,"IFRATH 2018 - 10ème Conférence sur les Aides Techniques pour les Personnes en Situation de Handicap, Handicap",2018,RAINBOW,2
2931,IGARSS 2018 - IEEE International Geoscience and Remote Sensing Symposium,2018,BEAGLE,1
2932,IGARSS 2018 - IEEE International Geoscience and Remote Sensing Symposium,2018,TITANE,1
2933,IGARSS 2019 - International Geoscience and remote Sensing Symposium,2019,SIMSMART,1
2934,IGARSS 2019 - International Geoscience and remote Sensing Symposium,2019,SIMSMART,1
2935,IGARSS 2020 - IEEE International Geoscience and Remote Sensing Symposium,2020,TITANE,2
2936,IGARSS 2020 - IEEE International Geoscience and Remote Sensing Symposium,2020,STARS,1
2937,IHM 2023 - 34ème Conférence Internationale Francophone sur l'Interaction Humain-Machine,2023,Potioc,2
2938,IJCAI 2018 - 27th International Joint Conference on Artificial Intelligence,2018,ORPAILLEUR,1
2939,IJCAI 2018 - 27th International Joint Conference on Artificial Intelligence,2018,DELYS,1
2940,IJCAI 2020 - International Joint Conference on Artificial Intelligence,2020,SEQUEL,1
2941,IJCAI 2020 - International Joint Conference on Artificial Intelligence,2020,Scool,1
2942,IJCAI 2020 - International Joint Conference on Artificial Intelligence,2021,Flowers,1
2943,IJCAI 2021 - 30th International Joint Conference on Artificial Intelligence,2021,DATASHAPE,1
2944,IJCAI 2021 - 30th International Joint Conference on Artificial Intelligence,2021,VALDA,1
2945,IJCAI-PRICAI 2020 - Workshop on Explainable Artificial Intelligence (XAI),2021,LACODAM,1
2946,IJCAI-PRICAI 2020 - Workshop on Explainable Artificial Intelligence (XAI),2021,TYREX,1
2947,IJCAI-PRICAI-20 - Twenty-Ninth International Joint Conference on Artificial Intelligence and Seventeenth Pacific Rim International Conference on Artificial Intelligence,2020,VALDA,1
2948,IJCAI-PRICAI-20 - Twenty-Ninth International Joint Conference on Artificial Intelligence and Seventeenth Pacific Rim International Conference on Artificial Intelligence,2020,TAU,1
2949,IJCAR 2020 - International Joint Conference on Automated Reasoning,2020,CAMUS,1
2950,IJCAR 2020 - International Joint Conference on Automated Reasoning,2020,LS2N - équipe GALLINETTE,1
2951,IJCAR 2020 - International Joint Conference on Automated Reasoning,2020,CAMBIUM,1
2952,IJCAR 2020 - International Joint Conference on Automated Reasoning,2020,STAMP,1
2953,"IJCAR, International Joint Conference in Automated Reasoning",2022,VERIDIS,2
2954,IJCNN 2020 - International Joint Conference on Neural Networks,2020,Mnemosyne,1
2955,IJCNN 2020 - International Joint Conference on Neural Networks,2020,VALDA,1
2956,IMAC-XL 2022 - 40th Conference and Exposition on Structural Dynamics,2022,I4S,2
2957,IMAGE 2021 - Society of Exploration Geophysicists Annual Meeting and Exposition,2021,MAKUTU,2
2958,IMPACT 2020 - 10th International Workshop on Polyhedral Compilation Techniques,2020,CAMUS,1
2959,IMPACT 2020 - 10th International Workshop on Polyhedral Compilation Techniques,2020,Parkas,1
2960,"IMPACT 2020, in conjunction with HiPEAC 2020",2020,CAMUS,2
2961,IMPACT 2023,2023,CAMUS,2
2962,INTERACT 2019 - 17th IFIP Conference on Human-Computer Interaction,2019,EX-SITU,1
2963,INTERACT 2019 - 17th IFIP Conference on Human-Computer Interaction,2019,ILDA,1
2964,INTERSPEECH 2023 - 24th INTERSPEECH Conference,2023,Mnemosyne,2
2965,IPC-1 - First Instruction Prefetching Championship,2020,PACAP,2
2966,IPDPS 2019 - 33rd IEEE International Parallel and Distributed Processing Symposium,2019,TADAAM,2
2967,IPDPS 2019 - 33rd IEEE International Parallel and Distributed Processing Symposium,2019,Realopt,1
2968,IPDPS 2019 - 33rd IEEE International Parallel and Distributed Processing Symposium,2019,HiePACS,1
2969,IPDPS 2019 - 33rd IEEE International Parallel and Distributed Processing Symposium,2019,ROMA,1
2970,IPDPS 2021 - IEEE International Parallel and Distributed Processing Symposium,2020,ROMA,1
2971,IPDPS 2021 - IEEE International Parallel and Distributed Processing Symposium,2021,ROMA,1
2972,IPDPSW 2022 - IEEE International Parallel and Distributed Processing Symposium Workshops,2022,STORM,2
2973,IPDPSW 2022 - IEEE International Parallel and Distributed Processing Symposium Workshops,2022,CONCACE,1
2974,IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation,2018,DATASHAPE,1
2975,IPIN 2018 - 9th International Conference on Indoor Positioning and Indoor Navigation,2018,PERVASIVE,1
2976,IPIN 2023 - 13th International Conference on Indoor Positioning and Indoor Navigation,2023,DANCE,1
2977,IPIN 2023 - 13th International Conference on Indoor Positioning and Indoor Navigation,2023,AGORA,1
2978,IPIN 2023 - 13th International Conference on Indoor Positioning and Indoor Navigation,2023,CHROMA,1
2979,IPMI 2019 - International Conference on Information Processing in Medical Imaging,2019,PARIETAL,1
2980,IPMI 2019 - International Conference on Information Processing in Medical Imaging,2019,EPIONE,1
2981,IPMI 2019 - International Conference on Information Processing in Medical Imaging,2019,CELESTE,1
