,Conference,Publication Date,Team Acronym,Publication Count
9356,MARS/VPT 2018 - 3nd Workshop on Models for Formal Analysis of Real Systems and the 6th International Workshop on Verification and Program Transformation,2018,CONVECS,1
9357,MAS 2021 - Journées Modélisation Aléatoire et Statistique,2021,STATIFY,1
9358,MASCOT 2018 - 15th IMACS/ISGG meeting on applied scientific computing and tools,2018,SERENA,1
9359,MASCOT 2018 - 15th IMACS/ISGG meeting on applied scientific computing and tools,2018,Gamma3,1
9360,MASCOT 2018 - 15th meeting on applied scientific computing and tools,2018,DeFI,1
9361,MASCOT 2018 - 15th meeting on applied scientific computing and tools,2018,CARDAMOM,1
9362,MASCOT 2018 -15th IMACS/ISGG meeting on applied scientific computing and tools,2018,SERENA,1
9363,MASCOT 2018 -15th IMACS/ISGG meeting on applied scientific computing and tools,2018,Gamma3,1
9364,MASCOT 2018 -15th IMACS/ISGG meeting on applied scientific computing and tools,2018,FLUMINANCE,1
9365,MASCOT-NUM 2020 meeting,2021,LEMON,1
9366,MASCOT-NUM 2023 - Workshop Méthodes d'Analyse Stochastique pour les Codes et Traitement NUMériques,2023,AIRSEA,1
9367,MASCOT2018,2018,DeFI,1
9368,"MASCOTS 2019 - IEEE 27th International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",2019,NEO,1
9369,"MASCOTS 2020: IEEE/ACM International Symposium on Modelling, Analysis and Simulation of Computer and Telecommunication Systems",2020,DIONYSOS,1
9370,"MASCOTS 2021 - 29th IEEE International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",2021,CASH,1
9371,"MASCOTS 2021 - International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",2021,MYRIADS,1
9372,MASCOTS2023 IEEE,2023,FUN,1
9373,MATHIAS,2018,DeFI,1
9374,MATHIAS 2018 - Computational Science Engineering & Data Science by TOTAL,2018,Magique 3D,1
9375,MATHIAS 2018 Computational Science Engineering & Data Science by TOTAL,2018,Magique 3D,1
9376,MATHIAS-Seminar Total 2018,2018,DeFI,1
9377,MATHIAS-Seminar Total 2018,2018,CARDAMOM,1
9378,MATHMOD 2018 - 9th Vienna International Conference on Mathematical Modelling,2018,BIOCORE,1
9379,MAXENT 2022 - 41st International Workshop on Bayesian Inference and Maximum Entropy Methods in Science and Engineering,2023,TRiBE,1
9380,MB2 3rd Mathematical Biology Modeling days of Besançon,2018,DISCO,1
9381,MBDW 2020 : 2nd Maritime Big Data Workshop part of MDM 2020 : 21st IEEE International Conference on Mobile Data Management,2020,MYRIADS,1
9382,MCHPC'21: Workshop on Memory Centric High Performance Computing,2021,TADAAM,1
9383,MCM 2023 - 14th International Conference on Monte Carlo Methods,2023,ERMINE,1
9384,MCM 2023 - 14th International Conference on Monte Carlo Methods and Applications,2023,ERMINE,1
9385,MCQMC 2018- 13th International Conference in Monte Carlo & Quasi-Monte Carlo Methods in Scientific Computing,2018,DIONYSOS,1
9386,MCQMC'18 - 13th International Conference in Monte Carlo & Quasi-Monte Carlo Methods in Scientific Computing,2018,DIONYSOS,1
9387,MCQMC'18 - 13th International Conference on Monte Carlo and Quasi-Monte Carlo Methods in Scientific Computing,2018,DIONYSOS,1
9388,MCS 2020 - Monte Carlo Search workshop,2021,WIDE,1
9389,MCST 2019 - Workshop on Mathematical Challenges in Scheduling Theory,2019,DATAMOVE,1
9390,MCSoC 2019 - IEEE 13th International Symposium on Embedded Multicore/Many-core Systems-on-Chip,2019,CAIRN,1
9391,MDAI 2020 - 17th International Conference on Modeling Decisions for Artificial Intelligence,2020,WIMMICS,1
9392,MDE Intelligence 2020 - 2nd Workshop on Artificial Intelligence and Model-driven Engineering,2020,DiverSe,1
9393,MDE4IoT 2019 - 3nd International Workshop on Model-Driven Engineering for the Internet-of-Things,2019,DiverSe,1
9394,MDS 2022 - SIAM Conference on Mathematics of Data Science,2022,PLEIADE,1
9395,MDS 2022 - SIAM Conference on Mathematics of Data Science,2022,CONCACE,1
9396,MECA-J 2021 - Congrès des jeunes chercheurs en mécanique,2021,MAKUTU,1
9397,MECC 2018 - 3rd Workshop on Middleware for Edge Clouds & Cloudlets,2018,ASAP,1
9398,MECC 2018 - 3rd Workshop on Middleware for Edge Clouds & Cloudlets,2018,MYRIADS,1
9399,"MECC 2021 - 1st IFAC Modeling, Estimation and Control Conference",2021,WILLOW,1
9400,MECHATRONICS 2019 - 8th International-Federation-of-Automatic-Control (IFAC) Symposium on Mechatronic Systems / 11th International-Federation-of-Automatic-Control (IFAC) Symposium on Nonlinear Control Systems (NOLCOS),2019,NON-A-POST,1
9401,MECHATRONICS 2019 - 8th International-Federation-of-Automatic-Control (IFAC) Symposium on Mechatronic Systems / 11th International-Federation-of-Automatic-Control (IFAC) Symposium on Nonlinear Control Systems (NOLCOS),2019,BIOCORE,1
9402,MECHATRONICS 2019 - 8th International-Federation-of-Automatic-Control (IFAC) Symposium on Mechatronic Systems / 11th International-Federation-of-Automatic-Control (IFAC) Symposium on Nonlinear Control Systems (NOLCOS),2019,VALSE,1
9403,MECHATRONICS 2019 - NOLCOS 2019 - 8th IFAC Symposium on Mechatronic Systems - 11th IFAC Symposium on Nonlinear Control Systems,2019,TRIPOP,1
9404,MECOM 2021 - 37° Congreso Argentino de Mecánica Computacional,2021,CAGIRE,1
9405,MED'2020 - 28th Mediterranean Conference on Control and Automation,2020,RITS,1
9406,MED-NEURIPS 2020 : Medical Imaging meets NeurIPS,2020,CASCADE,1
9407,MEDCOMNET 2021 - 19th Mediterranean Communication and Computer Networking Conference,2021,NEO,1
9408,MEDI 2021 - 10th International Conference Model and Data Engineering,2021,VERIDIS,1
9409,MEDI 2021 - 10th International Conference on Model and Data Engineering,2021,KAIROS,1
9410,MEDINFO 2019 - 17th World Congress On Medical And Health Informatics,2019,MISTIS,1
9411,MEDINFO 2021 -  18th World Congress of Medical and Health Informatics,2021,HeKA,1
9412,MEMOCODE 2021 - 19th ACM-IEEE International Conference on Formal Methods and Models for System Design,2021,TEA,1
9413,MEMSYS 2018 - International Symposium on Memory Systems,2018,STORM,1
9414,MEPDaW 2021 - 7th Workshop on Managing the Evolution and Preservation of the Data Web,2021,WIMMICS,1
9415,MEPDaW 2023 - Managing the Evolution and Preservation of the Data Web,2023,LACODAM,1
9416,"META 2019 - 10th International Conference on Metamaterials, Photonic Crystals and Plasmonics",2019,NACHOS,1
9417,"META 2019 - 10th International Conference on Metamaterials, Photonic Crystals and Plasmonics",2019,ACUMES,1
9418,"META-FORUM 2019 - Cost-effective, Multilingual, Privacy-driven voice-enabled Services",2019,MULTISPEECH,1
9419,METMA 2018 - 9th Workshop on Spatio-temporal modelling,2018,LEMON,1
9420,METMA 9,2018,LEMON,1
9421,MEXICO 2023 - Rencontres annuelles du réseau Mexico,2023,AIRSEA,1
9422,MFCS,2022,LINKS,1
9423,MFCS 2018 - International Symposium on Mathematical Foundations  of Computer Science,2018,ERABLE,1
9424,MFCS 2020 - 45th International Symposium on Mathematical Foundations of Computer Science,2020,SUMO,1
9425,MFCS 2020 : The 45th International Symposium on Mathematical Foundations of Computer Science,2020,LINKS,1
9426,MFCS 2021 - 46th International Symposium on  Mathematical Foundations of Computer Science,2021,FOCUS,1
9427,MFCS 2023 - Mathematical Foundations of Computer Science,2023,SUMO,1
9428,MFPS 2019 - 35th Conference on the Mathematical Foundations of Programming Semantics,2019,FOCUS,1
9429,MFPS 2020 - 36th Conf. on Mathematical Foundations of Programming Semantics,2020,PARTOUT,1
9430,MFPS 2020 - 36th Conference on Mathematical Foundations of Programming Semantics,2020,PARTOUT,1
9431,MFPS 2022 - 38th conference on Mathematical Foundations for Programming Semantics,2023,PARTOUT,1
9432,MFPS 2022 - 38th conference on Mathematical Foundations for Programming Semantics,2023,PI.R2,1
9433,MFPS 2022 - 38th conference on Mathematical Foundations for Programming Semantics,2023,PICUBE,1
9434,MFPS 2023 - Mathematical Foundations of Program Semantics,2023,ANTIQUE,1
9435,MFPS XXXIX -  39th Conference on the Mathematical Foundations of Programming Semantics,2023,PICUBE,1
9436,MFTS 2022- 4th Symposium on Management of Future Motorway and Urban Traffic Systems,2022,DANCE,1
9437,"MHC2021 - Mixtures, Hidden Markov Models, Clustering",2021,MODAL,1
9438,"MHC2021 - Mixtures, Hidden Markov Models, Clustering",2021,MOKAPLAN,1
9439,"MHC2021 - Mixtures, Hidden Markov Models, Clustering",2021,MAASAI,1
9440,"MHC2021 - Mixtures, Hidden Markov Models, Clustering",2021,CELESTE,1
9441,"MHMT'20 -  5th World Congress on Momentum, Heat and Mass Transfer",2020,CAGIRE,1
9442,"MIA-MIVA - 1st French-Italian workshop on the Mathematics of Imaging, Vision and their Applications",2022,MORPHEME,1
9443,"MIA-MIVA - 1st French-Italian workshop on the Mathematics of Imaging, Vision and their Applications",2022,FACTAS,1
9444,MIC 2019 - 13th Metaheuristics International Conference,2019,BONUS,1
9445,MIC 2022 - Metaheuristics International Conference,2023,INOCS,1
9446,MICAD 2021 - 2nd International Conference on Medical Imaging and Computer-Aided Diagnosis,2021,ANIMA,1
9447,MICAI 2019 - 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention,2019,EPIONE,1
9448,MICCAI,2018,PARIETAL,1
9449,MICCAI - Computational Diffusion MRI Workshop 2018,2018,ATHENA,1
9450,MICCAI 2018 - 21st International Conference on Medical Image Computing and Computer Assisted Intervention,2018,PARIETAL,1
9451,MICCAI 2018 - 21st International Conference on Medical Image Computing and Computer Assisted Intervention ; Workshop : Brain Lesion,2018,VisAGeS,1
9452,MICCAI 2018 - International Conference on Medical Image Computing and Computer-Assisted Intervention,2018,VisAGeS,1
9453,MICCAI 2018 - Workshop on Computational Diffusion MRI,2018,PARIETAL,1
9454,MICCAI 2018 - Workshop on Computational Diffusion MRI,2018,ATHENA,1
9455,MICCAI 2018 – 21st International Conference On Medical Image Computing & Computer Assisted Intervention,2018,EPIONE,1
9456,MICCAI 2018 – 21st International Conference On Medical Image Computing & Computer Assisted Intervention,2018,ARAMIS,1
9457,MICCAI 2019 - 22nd International Conference on Medical Image Computing and Computer-Assisted Intervention,2019,EPIONE,1
9458,MICCAI 2019: Medical Image Computing and Computer Assisted Intervention – MICCAI 2019,2019,OPIS,1
9459,MICCAI 2020 -  International Conference on Medical Image Computing and Computer-Assisted Intervention,2020,OPIS,1
9460,MICCAI 2020 - 23rd International Conference on Image Computing and Computer Assisted Interventions,2020,ARAMIS,1
9461,MICCAI 2020 - 23rd International Conference on Medical Image Computing and Computer Assisted Intervention -  1st Workshop on Distributed and Collaborative Learning,2020,EPIONE,1
9462,MICCAI 2020 - 23th International Conference on Medical Image Computing and Computer Assisted Intervention,2020,EPIONE,1
9463,MICCAI 2020 - Medical Image Computing and Computer Assisted Intervention,2020,OPIS,1
9464,MICCAI 2021 -  24th International Conference on Medical Image Computing and Computer Assisted Intervention,2021,ARAMIS,1
9465,"MICCAI 2021 - Perinatal, Preterm and Paediatric Image Analysis Workshop",2021,HeKA,1
9466,MICCAI 2021 - Workshop on Computational Pathology,2021,EPIONE,1
9467,"MICCAI 2021 - Workshop on Data Augmentation, Labeling, and Imperfections",2021,EPIONE,1
9468,MICCAI 2021 MSSEG2 - 24th International Conference on Medical Image Computing and Computer Assisted Intervention - Challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure — MICCAI-MSSEG-2,2021,EPIONE,1
9469,MICCAI 2021 MSSEG2 - 24th International Conference on Medical Image Computing and Computer Assisted Intervention - Challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure — MICCAI-MSSEG-2,2021,ARAMIS,1
9470,MICCAI 2022 - 25th International Confernce on Medical Image Computing and Computer Assisted Intervention,2022,OPIS,1
9471,MICCAI 2022 - International Conference on Medical Image Computing and Computer-Assisted Intervention,2022,EMPENN,1
9472,MICCAI 2022 - Medical Image Computing and Computer Assisted Intervention,2022,EPIONE,1
9473,MICCAI 2022 - workshop on Medical Image Assisted BIomarkers’ Discovery,2022,SIMBIOTX,1
9474,"MICCAI 2022, International Conference on Medical Image Computing and Computer Assisted Intervention",2022,ARAMIS,1
9475,MICCAI 2023 - CaPTion Workshop on Cancer Prevention through early detecTion,2023,MONC,1
9476,MICCAI 2023 - Medical Image Computing and Computer Assisted Intervention,2023,OPIS,1
9477,"MICCAI ASMUS 2023 - 4th International Workshop of Advances in Simplifying Medical UltraSound - a workshop held in conjunction with MICCAI 2023, the 26th International Conference on Medical Image Computing and Computer Assisted Intervention",2023,EPIONE,1
9478,MICCAI BrainLes 2018 workshop,2018,VisAGeS,1
9479,MICCAI BrainLes 2020 workshop,2020,PARIETAL,1
9480,MICCAI Brainlesion Workshop,2018,GALEN,1
9481,MICCAI Brainlesion Workshop,2018,GALEN-POST,1
9482,MICCAI Workshop UNSURE 2022: Uncertainty for Safe Utilization of Machine Learning in Medical Imaging,2022,EPIONE,1
9483,MICCAI-MSSEG-2 - 25th International Conference on Medical Image Computing and Computer Assisted Intervention -  challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure,2021,EPIONE,1
9484,MICCAI-MSSEG-2 - 25th International Conference on Medical Image Computing and Computer Assisted Intervention -  challenge on multiple sclerosis new lesions segmentation challenge using a data management and processing infrastructure,2021,ARAMIS,1
9485,MIDDLEWARE 2022 - 23rd ACM/IFIP International Middleware Conference,2022,PRIVATICS,1
9486,MIDDLEWEDGE  2022 - Proceedings of the 1st Workshop on Middleware for the Edge,2022,COATI,1
9487,MIDDLEWEDGE  2022 - Proceedings of the 1st Workshop on Middleware for the Edge,2022,KAIROS,1
9488,MIDL 2020 - Medical Imaging with Deep Learning,2020,EPIONE,1
9489,MIDL 2021 - Medical Imaging with Deep Learning,2021,WILLOW,1
9490,MIDL 2022 - Medical Imaging with Deep Learning,2022,CARMEN,1
9491,MIDL 2022 - Medical Imaging with Deep Learning,2022,EPIONE,1
9492,MIDL 2023 - Medical Imaging with Deep Learning,2023,OPIS,1
9493,MIE 2020 - Medical Informatics Europe conference - Digital Personalized Health and Medicine,2020,LinkMedia,1
9494,"MIG '18 - 11th Annual International Conference on Motion, Interaction, and Games",2018,MIMETIC,1
9495,"MIG 2018 - 11th annual conference on Motion, Interaction and Games",2018,MIMETIC,1
9496,"MIG 2019 - ACM SIGGRAPH Conference on Motion, Interaction and Games",2019,IMAGINE,1
9497,"MIG 2020 - 13th ACM SIGGRAPH Conference on Motion, Interaction and Games",2020,RAINBOW,1
9498,"MIG 2020 - 13th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2020,MIMETIC,1
9499,"MIG 2020 - Motion, Interaction and Games",2020,MIMETIC,1
9500,"MIG 2020 - Motion, Interaction and Games",2020,RAINBOW,1
9501,"MIG 2021 - 14th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2021,MIMETIC,1
9502,"MIG 2021 - 14th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2021,RAINBOW,1
9503,"MIG 2023 - 15th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2023,MIMETIC,1
9504,"MIG 2023 - 15th Annual ACM SIGGRAPH Conference on Motion, Interaction and Games",2023,VIRTUS,1
9505,"MIG 2023 - 16th ACM SIGGRAPH Conference on Motion, Interaction and Games",2023,VIRTUS,1
9506,MIMO 2021: Workshop on Mixture Models,2021,MODAL,1
9507,MIS4TEL 2023 - International Conference in Methodologies and intelligent Systems for Techhnology Enhanced Learning,2023,Mnemosyne,1
9508,MISSI 2018 - 11th International Conference on Multimedia and Network Information Systems,2018,MULTISPEECH,1
9509,MIT Law IdeaFLow,2021,PROSECCO,1
9510,MK 2023 - 2nd Workshop on Modular Knowledge  associated with FOIS 2023 - the 13th International Conference on Formal Ontology in Information Systems,2023,WIMMICS,1
9511,ML 2018 - ML Family Workshop,2018,GALLIUM,1
9512,ML 2019 - Workshop,2019,LS2N - équipe GALLINETTE,1
9513,ML 2020 - ML Family Workshop,2020,CAMBIUM,1
9514,ML 2020 - ML Family Workshop,2020,CASH,1
9515,ML 2021 - ML Workshop,2021,CASH,1
9516,ML 2021-ACM SIGPLAN Workshop on ML,2021,PARTOUT,1
9517,"ML Family 2023 - Higher-order, Typed, Inferred, Strict: ACM SIGPLAN ML Family Workshop",2023,EPICURE,1
9518,ML Workshop 2020,2020,LS2N - équipe GALLINETTE,1
9519,ML4H - Machine Learning for Health workshop at NeurIPS 2020,2020,SISTM,1
9520,ML4H 2022 - Machine Learning for Health,2022,OPIS,1
9521,"ML4ITS 2023 - 2nd Workshop on Machine Learning for Irregular Time Series: Advances in Generative Models, Global Models and Self-Supervised Learning",2023,ERMINE,1
9522,ML4PM2020 - First International Workshop on Leveraging Machine Learning in Process Mining,2020,ORPAILLEUR,1
9523,ML4PM2020 - First International Workshop on Leveraging Machine Learning in Process Mining,2020,MEXICO,1
9524,MLA'2019 - Third Workshop on Mathematical Logic and its Applications,2019,MOCQUA,1
9525,MLCN 2021 - 4th International Workshop in Machine Learning in Clinical Neuroimaging,2021,STATIFY,1
9526,MLCN 2021 - 4th International Workshop on Machine Learning in Clinical Neuroimaging,2021,ATHENA,1
9527,"MLCR 2022 - The 2022 International Conference on Machine Learning, Control, and Robotics",2022,MAASAI,1
9528,MLCS 2020 - 2nd Workshop on Machine Learning for Cybersecurity,2020,AGORA,1
9529,MLCS 2020 - 2nd Workshop on Machine Learning for Cybersecurity,2020,RESIST,1
9530,MLDD 2022 - Machine Learning for Drug Discovery Workshop of ICLR 2022,2022,HeKA,1
9531,MLG 2018 - 14th International Workshop on Mining and Learning with Graphs,2018,DYOGENE,1
9532,MLN 2019 - 2nd International Conference on Machine Learning for Networking,2020,ZENITH,1
9533,MLN 2019 : 2nd IFIP International Conference on Machine Learning for Networking,2020,EVA,1
9534,MLN 2020 - International Conference on Machine Learning for Networking,2020,EVA,1
9535,MLN 2020 - International Conference on Machine Learning for Networking,2020,TRiBE,1
9536,MLN 2023 - 6th International Conference on Machine Learning for Networking,2023,TRiBE,1
9537,MLN 2023 - 6th International Conference on Machine Learning for Networking,2023,AIO,1
9538,MLPS 2023 - Machine Learning and the Physical Sciences Workshop 23023 - At the 37th conference on Neural Information Processing Systems (NeurIPS),2023,TAU,1
9539,MLPS 2023 - Machine Learning and the Physical Sciences Workshop at NeurIPS 2023 - 37th conference on Neural Information Processing Systems,2023,DATAMOVE,1
9540,MLSA 2018 - 5th Workshop on Machine Learning and Data Mining for Sports Analytic of ECML/PKDD,2018,LACODAM,1
9541,MLSP 2018 - IEEE 28th International Workshop on Machine Learning for Signal Processing,2018,PERCEPTION,1
9542,MLSP 2018 - IEEE International Workshop on Machine Learning for Signal Processing,2018,PARIETAL,1
9543,MLSP 2019 - IEEE 29th International Workshop on Machine Learning for Signal Processing,2019,PARIETAL,1
9544,MLSP 2020 - IEEE 30th international workshop on Machine Learning for Signal Processing,2020,OPIS,1
9545,MLSP 2020 - IEEE International Workshop on Machine Learning for Signal Processing,2020,OPIS,1
9546,MLSP 2021 - IEEE international workshop on machine learning for signal processing,2021,AYANA,1
9547,MLSP 2021 - Machine Learning for Signal Processing,2021,PRIVATICS,1
9548,MLSP 2023 - 33rd IEEE International Workshop on Machine Learning for Signal Processing,2023,MIND,1
9549,MLSP 2023 - IEEE International Workshop on Machine Learning for Signal Processing,2023,OPIS,1
9550,MLmDS 2023 - AAAI Workshop When Machine Learning meets Dynamical Systems: Theory and Applications,2023,LACODAM,1
9551,MLsys 2021 - 4th Conference on Machine Learning and Systems,2021,PARIETAL,1
9552,MM 2019 - 27th ACM International Conference on Multimedia,2019,LinkMedia,1
9553,MM 2023 - The 31st ACM International Conference on Multimedia,2023,STARS,1
9554,MM'22: The 30th ACM International Conference on Multimedia,2022,STARS,1
9555,MMDS 2020 - International Conference by Center for Mathematical Modeling and Data Science,2021,MONC,1
9556,MMSP 2020 - 22 nd IEEE International Workshop on Multimedia Signal Processing,2020,Sirocco,1
9557,MMSP 2021 - IEEE 23rd International Workshop on Multimedia Siganl Processing,2021,Sirocco,1
9558,MMSP 2023 - 25th IEEE International Workshop on MultiMedia Signal Processing,2023,Sirocco,1
9559,MMSP 2023 - IEEE 25th International Workshop on MultiMedia Signal Processing,2023,Sirocco,1
9560,MMSys '20 - 11th ACM Multimedia Systems Conference,2020,MAASAI,1
9561,MMSys 2019 - 10th ACM Multimedia Systems Conference,2019,Sirocco,1
9562,MMSys 2022 - 13th ACM Multimedia Systems Conference,2022,WIMMICS,1
9563,MMSys 2022 - 13th ACM Multimedia Systems Conference,2022,BIOVISION,1
9564,MOC 2023 - 28th Microoptics Conference,2023,MANAO,1
9565,MOCO 2018 - 5th International Conference on Movement and Computing,2018,EX-SITU,1
9566,MOCO 2019 - 6th International Conference on Movement and Computing,2019,EX-SITU,1
9567,MOCO 2022 - 8th International Conference on Movement and Computing,2022,Hybrid,1
9568,MOCO'20 - 7th International Conference on Movement and Computing,2020,ANIMA,1
9569,MODECO 2019 - Journée Modélisation des Dynamiques Ecologiques,2019,BIOCORE,1
9570,MODELS 2018 - 21th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,2018,DiverSe,1
9571,MODELS 2018 - 21th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,2018,EASE,1
9572,MODELS 2019 - ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems,2019,DiverSe,1
9573,MODELS 2021 - ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems,2021,DiverSe,1
9574,MODELS 2021: ACM/IEEE 24th International Conference on Model Driven Engineering Languages and Systems,2021,DiverSe,1
9575,MODELS 2023 - 26th International Conference on Model-Driven Engineering Languages and Systems,2023,DiverSe,1
9576,MODELS Conference 2019 - ACM/IEEE 22nd International Conference on Model Driven Engineering Languages and Systems,2019,KAIROS,1
9577,MODELS ’20 Companion,2020,DiverSe,1
9578,MODELS-C 2023 - ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion,2023,DiverSe,1
9579,MODELSWARD 2019 - 7th International Conference on Model-Driven Engineering and Software Development,2019,KAIROS,1
9580,MOMI2023 - Le MOnde des Mathématiques Industrielles,2023,BIOCORE,1
9581,MOMI2023 - Le MOnde des Mathématiques Industrielles,2023,MACBES,1
9582,"MORTECH 2019 - 5th International Workshop Reduced Basis, POD and PGD Model Reduction Techniques",2019,MATHERIALS,1
9583,MORTech 2023 - 6th International Workshop on Model Order Reduction,2023,TAU,1
9584,MPA 2019 - Conference on Metabolic Pathway Analysis,2019,Dyliss,1
9585,MPC 2019 - 13th International Conference on Mathematics of Program Construction,2019,LS2N - équipe GALLINETTE,1
9586,"MPDEE 2021 - Conference on Mathematical Population Dynamics, Ecology and Evolution",2021,BIOCORE,1
9587,"MPDEE 2022 - Conference on Mathematical Population Dynamics, Ecology and Evolution",2022,BIOCORE,1
9588,"MPDEE 2023  - Mathematical Population Dynamics, Ecology and Evolution",2023,BIOCORE,1
9589,"MPDEE 2023  - Mathematical Population Dynamics, Ecology and Evolution",2023,MACBES,1
9590,"MPDEE 2023 - Mathematical Population Dynamics, Ecology and Evolution",2023,BIOCORE,1
9591,"MPDEE 2023 - Mathematical Population Dynamics, Ecology and Evolution",2023,MACBES,1
9592,MPLR 2022 - 19th International Conference on Managed Programming Languages and Runtimes,2022,STORM,1
9593,MPLR ’21,2021,RMOD,1
9594,"MPLR ’21, Germany",2021,RMOD,1
9595,MPM4CPS - First International Workshop on Multi-Paradigm Modelling for Cyber-Physical Systems,2019,KAIROS,1
9596,MPREF 2022 - 13th Multidisciplinary Workshop on Advances in Preference Handling,2022,CIDRE,1
9597,MRI Together 2021 - A global workshop on Open Science and Reproducible MR Research,2021,ARAMIS,1
9598,MRS 2021 - 3rd IEEE International Symposium on Multi-Robot and Multi-Agent Systems,2021,RAINBOW,1
9599,MSDM  202311th Multiagent Sequential Decision Making under Uncertainty Workshop ; Held as part of the Workshops at the IFAAMAS 2023 - 21st International Conference on Autonomous Agents and Multiagent Systems,2023,LARSEN,1
9600,MSDM  202311th Multiagent Sequential Decision Making under Uncertainty Workshop ; Held as part of the Workshops at the IFAAMAS 2023 - 21st International Conference on Autonomous Agents and Multiagent Systems,2023,CHROMA,1
9601,MSM Viral Pandemics meetings,2021,Lifeware,1
9602,MSML21 (Mathematical and Scientific Machine Learning),2021,DYOGENE,1
9603,"MSN 2020 : 16th International Conference on Mobility, Sensing and Networking",2020,LS2N - équipe STACK,1
9604,"MSOTA 2020 - 3rd International Conference on Modeling, Simulation and Optimization Technologies and Applications",2020,Flowers,1
9605,"MSPN 2018 - 4th International Conference on Mobile, Secure and Programmable Networking",2018,EVA,1
9606,MSR 2018 - Mining Software Repositories,2018,DiverSe,1
9607,MSR 2019 - Proceedings of the 16th International Conference on Mining Software Repositories,2019,SPIRALS,1
9608,MSR 2020 - 17th International Conference on Mining Software Repositories,2020,COATI,1
9609,MSR 2023 - IEEE International Symposium on Multi-Robot & Multi-Agent Systems,2023,RAINBOW,1
9610,"MSWIM '19 - 22nd International ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2019,TRiBE,1
9611,"MSWIM 2018 - The 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,DIANA,1
9612,MSWIM 2022,2022,FUN,1
9613,MSWIM DIVANet,2018,DYOGENE,1
9614,"MSWIM ’18 - 21st ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,FUN,1
9615,"MSWIM'22 - 25th International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,NEO,1
9616,MSWiM '23: Int'l ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,2023,NEO,1
9617,"MSWiM 2018 - 21 ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,DIONYSOS,1
9618,"MSWiM 2020 - 23rd International ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2020,COATI,1
9619,"MSWiM 2021 - 24th ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2021,DANTE,1
9620,"MSWiM 2021 - 24th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2021,DIANA,1
9621,"MSWiM 2022 - 25th Annual International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,DIANA,1
9622,MSWiM 2022 - 25th International ACM Conference on Modeling Analysis and Simulation of Wireless and Mobile Systems,2022,ERMINE,1
9623,"MSWiM 2022 - International Conference on Modeling, Analysis  and Simulation of Wireless and Mobile Systems",2022,MYRIADS,1
9624,"MSWiM 2022 – 25th ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2022,AGORA,1
9625,"MSWiM'18 - 21st ACM Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2018,DANTE,1
9626,"MSWiM'20 - The 23rd International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2020,DANTE,1
9627,"MSWiM'20 - The 23rd International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",2020,CHROMA,1
9628,MT-ITS 2023 -  8th International Conference on Models and Technologies for Intelligent Transportation Systems,2023,ACUMES,1
9629,MTD 2019 - 6th ACM Workshop on Moving Target Defense,2019,DiverSe,1
9630,MTD 2019 - 6th ACM Workshop on Moving Target Defense,2019,WIDE,1
9631,MTD 2022 - 9th ACM Workshop on Moving Target Defense,2022,SPIRALS,1
9632,MTSR 2021 - 15th International Conference on Metadata and Semantics Research,2022,GRAPHIK,1
9633,MUM'19 - 18th International Conference on Mobile and Ubiquitous Multimedia,2019,Potioc,1
9634,Machine Learning Research 156,2021,OPIS,1
9635,Machine Learning and the Physical Sciences Workshop at the 33rd Conference on Neural Information Processing Systems (NeurIPS),2019,TAU,1
9636,"Machine Learning and the Physical Sciences workshop, NeurIPS 2022",2022,TAU,1
